source
ISW:http://iswiraq.blogspot.com/<br />LWJ: https://maps.google.com/maps/ms?ie=UTF8&hl=en&oe=UTF8&msa=0&msid=206503076099972915830.0004fb81021906110e889&t=m&source=embed&ll=37.561997%2c39.70459&spn=6.094982%2c12.084961&z=6&iwloc=0004fb83527099a223992&dg=feature<br />
LWJ: https://maps.google.com/maps/ms?ie=UTF8&hl=en&oe=UTF8&msa=0&msid=206503076099972915830.0004fb81021906110e889&t=m&source=embed&ll=37.561997%2c39.70459&spn=6.094982%2c12.084961&z=6&iwloc=0004fb83527099a223992&dg=feature<br />NYT: http://www.nytimes.com/interactive/2014/06/12/world/middleeast/the-iraq-isis-conflict-in-maps-photos-and-video.html<br />
LWJ: https://maps.google.com/maps/ms?ie=UTF8&hl=en&oe=UTF8&msa=0&msid=206503076099972915830.0004fb81021906110e889&t=m&source=embed&ll=37.561997%2c39.70459&spn=6.094982%2c12.084961&z=6&iwloc=0004fb83527099a223992&dg=feature<br /><br />
LWJ: https://maps.google.com/maps/ms?ie=UTF8&hl=en&oe=UTF8&msa=0&msid=206503076099972915830.0004fb81021906110e889&t=m&source=embed&ll=37.561997%2c39.70459&spn=6.094982%2c12.084961&z=6&iwloc=0004fb83527099a223992&dg=feature<br /><br />
LWJ: https://maps.google.com/maps/ms?ie=UTF8&hl=en&oe=UTF8&msa=0&msid=206503076099972915830.0004fb81021906110e889&t=m&source=embed&ll=37.561997%2c39.70459&spn=6.094982%2c12.084961&z=6&iwloc=0004fb83527099a223992&dg=feature<br />BBC: http://www.bbc.com/news/world-middle-east-27778112<br />
ISW: http://iswiraq.blogspot.com/<br />al-Monitor: http://www.al-monitor.com/pulse/security/2014/06/iraq-isis-control-mosul.html<br />NYT: http://www.nytimes.com/interactive/2014/06/12/world/middleeast/the-iraq-isis-conflict-in-maps-photos-and-video.html
LWJ: https://maps.google.com/maps/ms?ie=UTF8&hl=en&oe=UTF8&msa=0&msid=206503076099972915830.0004fb81021906110e889&t=m&source=embed&ll=37.561997%2c39.70459&spn=6.094982%2c12.084961&z=6&iwloc=0004fb83527099a223992&dg=feature<br />NYT: http://www.nytimes.com/interactive/2014/06/12/world/middleeast/the-iraq-isis-conflict-in-maps-photos-and-video.html<br />
LWJ: https://maps.google.com/maps/ms?ie=UTF8&hl=en&oe=UTF8&msa=0&msid=206503076099972915830.0004fb81021906110e889&t=m&source=embed&ll=37.561997%2c39.70459&spn=6.094982%2c12.084961&z=6&iwloc=0004fb83527099a223992&dg=feature<br />BBC: http://www.bbc.com/news/world-middle-east-28053489<br />al- Monitor: http://www.al-monitor.com/pulse/security/2014/06/iraq-isis-spread-fears-civil-war.html
ISW: http://iswiraq.blogspot.com/<br />LWJ: https://maps.google.com/maps/ms?ie=UTF8&hl=en&oe=UTF8&msa=0&msid=206503076099972915830.0004fb81021906110e889&t=m&source=embed&ll=37.561997%2c39.70459&spn=6.094982%2c12.084961&z=6&iwloc=0004fb83527099a223992&dg=feature<br />NYT: http://www.nytimes.com/interactive/2014/06/12/world/middleeast/the-iraq-isis-conflict-in-maps-photos-and-video.html
the Guardian: http://www.theguardian.com/world/2014/jun/27/isis-execution-site-tikrit-human-rights-watch<br /><br />
ISW: http://iswiraq.blogspot.com/<br />BBC: http://www.bbc.com/news/world-middle-east-27763309 https://maps.google.com/maps/ms?ie=UTF8&hl=en&oe=UTF8&msa=0&msid=206503076099972915830.0004fb81021906110e889&t=m&source=embed&ll=37.561997%2c39.70459&spn=6.094982%2c12.084961&z=6&iwloc=0004fb83527099a223992&dg=feature<br />
LA Times: http://www.latimes.com/world/middleeast/la-fg-iraq-militants-sweep-20140612-story.html<br />al-Monitor: http://www.al-monitor.com/pulse/security/2014/06/iraq-isis-spread-fears-civil-war.html<br />
NY: http://nymag.com/daily/intelligencer/2014/06/what-is-Isis-Iraq-explainer.html<br />NYT: http://www.nytimes.com/interactive/2014/06/12/world/middleeast/the-iraq-isis-conflict-in-maps-photos-and-video.html<br />WP: http://www.washingtonpost.com/world/middle_east/volunteers-flock-to-defend-baghdad-as-insurgents-seize-more-iraqi-territory/2014/06/13/10d46f9c-f2c8-11e3-914c-1fbd0614e2d4_story.html
LWJ:https://maps.google.com/maps/ms?ie=UTF8&hl=en&oe=UTF8&msa=0&msid=206503076099972915830.0004fb81021906110e889&t=m&source=embed&ll=37.561997%2c39.70459&spn=6.094982%2c12.084961&z=6&iwloc=0004fb83527099a223992&dg=feature<br />FT: http://www.ft.com/intl/cms/s/0/d46a78f0-f932-11e3-bb9d-00144feab7de.html#axzz35ri02Evn<br />
NYT:http://www.nytimes.com/interactive/2014/06/12/world/middleeast/the-iraq-isis-conflict-in-maps-photos-and-video.html<br />al Arabiya: http://english.alarabiya.net/en/News/2014/06/14/Iraqi-army-claims-control-over-small-town-in-Samarra.html<br />
Telegraph: http://www.telegraph.co.uk/news/worldnews/middleeast/iraq/10901866/Iraq-crisis-ISIS-jihadists-execute-dozens-of-captives.html<br />NYT: http://www.nytimes.com/2014/06/29/world/middleeast/iraqi-army-gains-in-fight-to-retake-tikrit.html<br />
LWJ: https://maps.google.com/maps/ms?ie=UTF8&hl=en&oe=UTF8&msa=0&msid=206503076099972915830.0004fb81021906110e889&t=m&source=embed&ll=37.561997%2c39.70459&spn=6.094982%2c12.084961&z=6&iwloc=0004fb83527099a223992&dg=feature<br />NYT: http://www.nytimes.com/interactive/2014/06/12/world/middleeast/the-iraq-isis-conflict-in-maps-photos-and-video.html<br />
Telegraph: http://www.telegraph.co.uk/news/worldnews/middleeast/iraq/10906350/Iraq-crisis-map-how-the-Isis-front-line-has-shifted.html<br />The guardian:  http://www.theguardian.com/world/2014/jun/16/iraq-tal-afar-falls-isis<br />BBC:  http://www.bbc.com/news/world-middle-east-27865759
Telegraph: http://www.telegraph.co.uk/news/worldnews/middleeast/iraq/10906350/Iraq-crisis-map-how-the-Isis-front-line-has-shifted.html<br />The guardian: http://www.theguardian.com/politics/2014/jun/17/british-embassy-iran-tehran-reopened-william-hague<br />
Telegraph: http://www.telegraph.co.uk/news/worldnews/middleeast/iraq/10906350/Iraq-crisis-map-how-the-Isis-front-line-has-shifted.html<br />The Guardian: http://www.theguardian.com/world/2014/jun/17/fighting-continues-in-iraq-as-barack-obama-waits-to-act-over-isis-jihadists<br />BBC: http://www.bbc.com/news/world-middle-east-27891843
Telegraph: http://www.telegraph.co.uk/news/worldnews/middleeast/iraq/10906350/Iraq-crisis-map-how-the-Isis-front-line-has-shifted.html<br />NYT: http://www.nytimes.com/2014/06/22/world/middleeast/iraq.html<br />
Telegraph: http://www.telegraph.co.uk/news/worldnews/middleeast/iraq/10906350/Iraq-crisis-map-how-the-Isis-front-line-has-shifted.html<br />NYT: http://www.nytimes.com/interactive/2014/06/12/world/middleeast/the-iraq-isis-conflict-in-maps-photos-and-video.html<br />
BBC: http://www.bbc.com/news/world-middle-east-27897648<br /><br />
al Monitor: http://www.al-monitor.com/pulse/originals/2014/06/iraq-crisis-isis-cross-critical-sectarian-points.html<br /><br />
BBC: http://www.bbc.com/news/world-middle-east-27990478<br />NYT: http://www.nytimes.com/interactive/2014/06/12/world/middleeast/the-iraq-isis-conflict-in-maps-photos-and-video.html<br />
NTY: http://www.nytimes.com/interactive/2014/06/12/world/middleeast/the-iraq-isis-conflict-in-maps-photos-and-video.html<br />LWJ: https://maps.google.com/maps/ms?ie=UTF8&hl=en&oe=UTF8&msa=0&msid=206503076099972915830.0004fb81021906110e889&t=m&source=embed&ll=37.561997%2c39.70459&spn=6.094982%2c12.084961&z=6&iwloc=0004fb83527099a223992&dg=feature<br />
Telegraph: http://www.telegraph.co.uk/news/worldnews/middleeast/iraq/10906350/Iraq-crisis-map-how-the-Isis-front-line-has-shifted.html<br />NYT: http://www.nytimes.com/interactive/2014/06/12/world/middleeast/the-iraq-isis-conflict-in-maps-photos-and-video.html<br />Guardian: http://www.theguardian.com/world/2014/jun/21/isis-iraq-crossing-border-syria
Telegraph: http://www.telegraph.co.uk/news/worldnews/middleeast/iraq/10906350/Iraq-crisis-map-how-the-Isis-front-line-has-shifted.html<br />BBC: http://www.bbc.com/news/world-middle-east-27960142<br />
Telegraph: http://www.telegraph.co.uk/news/worldnews/middleeast/iraq/10906350/Iraq-crisis-map-how-the-Isis-front-line-has-shifted.html<br />NYT: http://www.nytimes.com/interactive/2014/06/12/world/middleeast/the-iraq-isis-conflict-in-maps-photos-and-video.html<br />
al-montior: http://www.al-monitor.com/pulse/originals/2014/06/iraq-isis-sunnis-clash-future.html<br /><br />
LWJ: https://maps.google.com/maps/ms?ie=UTF8&hl=en&oe=UTF8&msa=0&msid=206503076099972915830.0004fb81021906110e889&t=m&source=embed&ll=37.561997%2c39.70459&spn=6.094982%2c12.084961&z=6&iwloc=0004fb83527099a223992&dg=feature<br /><br />
The Economist: http://www.economist.com/news/middle-east-and-africa/21604628-kurds-are-benefiting-mess-iraq-will-independence-follow<br />"LWJ: https://maps.google.com/maps/ms?ie=UTF8&hl=en&oe=UTF8&msa=0&msid=206503076099972915830.0004fb81021906110e889&t=m&source=embed&ll=34.939985<br />41.616211&spn=6.302619<br />12.304687&z=6&dg=feature"<br />
Telegraph: http://www.telegraph.co.uk/news/worldnews/middleeast/iraq/10906350/Iraq-crisis-map-how-the-Isis-front-line-has-shifted.html<br />NYT: http://www.nytimes.com/interactive/2014/06/12/world/middleeast/the-iraq-isis-conflict-in-maps-photos-and-video.html<br />
Telegraph: http://www.telegraph.co.uk/news/worldnews/middleeast/iraq/10906350/Iraq-crisis-map-how-the-Isis-front-line-has-shifted.html<br />BBC: http://www.bbc.com/news/world-middle-east-27960142<br />
NYT: http://www.nytimes.com/interactive/2014/06/12/world/middleeast/the-iraq-isis-conflict-in-maps-photos-and-video.html<br />The Indepenent: http://www.independent.co.uk/news/world/middle-east/iraq-crisis--the-great-unravelling-us-and-iran-need-to-work-together-fast-as-the-barbarians-are-at-the-gate-9555353.html<br />
NYT: http://www.nytimes.com/interactive/2014/06/12/world/middleeast/the-iraq-isis-conflict-in-maps-photos-and-video.html<br />The Indepenent: http://www.independent.co.uk/news/world/middle-east/iraq-crisis--the-great-unravelling-us-and-iran-need-to-work-together-fast-as-the-barbarians-are-at-the-gate-9555353.html<br />BBC: http://www.bbc.com/news/world-middle-east-27966774
Telegraph: http://www.telegraph.co.uk/news/worldnews/middleeast/iraq/10906350/Iraq-crisis-map-how-the-Isis-front-line-has-shifted.html<br />NYT: http://www.nytimes.com/interactive/2014/06/12/world/middleeast/the-iraq-isis-conflict-in-maps-photos-and-video.html<br />The Economist: http://www.economist.com/news/middle-east-and-africa/21605946-ructions-neighbouring-iraq-are-making-jordans-rulers-edgier
Telegraph: http://www.telegraph.co.uk/news/worldnews/middleeast/iraq/10906350/Iraq-crisis-map-how-the-Isis-front-line-has-shifted.html<br /><br />
Reuters: http://www.trust.org/item/20140622191556-zw7lp<br /><br />
Telegraph: http://www.telegraph.co.uk/news/worldnews/middleeast/iraq/10919461/Iraq-crisis-Kurdish-fighters-appeal-for-Western-airstrikes-against-Isis.html<br /><br />
The telegraph: http://www.telegraph.co.uk/news/worldnews/middleeast/iraq/10919563/Iraq-crisis-Convoy-attack-kills-dozens-as-John-Kerry-flies-in-for-talks.html<br /><br />
NYT: http://www.nytimes.com/interactive/2014/06/12/world/middleeast/the-iraq-isis-conflict-in-maps-photos-and-video.html<br />WP: http://www.washingtonpost.com/world/middle_east/maliki-calls-for-iraqi-unity-as-battle-rages-at-former-us-air-base/2014/06/25/77936361-80ab-4844-a37c-4c1462df631c_story.html<br />BBC: http://www.bbc.com/news/world-middle-east-27966774
WSJ: http://online.wsj.com/articles/iraqi-army-kills-civilians-in-tikrit-airstrike-say-residents-1403448764<br />The Economist: http://www.economist.com/news/middle-east-and-africa/21605945-rebels-extend-their-reach-across-iraq-nuri-al-maliki-being-urged<br />
NYT: http://www.nytimes.com/interactive/2014/06/12/world/middleeast/the-iraq-isis-conflict-in-maps-photos-and-video.html<br /><br />
NYT: http://www.nytimes.com/interactive/2014/06/12/world/middleeast/the-iraq-isis-conflict-in-maps-photos-and-video.html<br />The Times: http://www.thetimes.co.uk/tto/news/world/middleeast/iraq/article4130268.ece<br />FT: http://www.ft.com/intl/cms/s/0/d46a78f0-f932-11e3-bb9d-00144feab7de.html#axzz35ri02Evn
NYT: http://www.nytimes.com/interactive/2014/06/12/world/middleeast/the-iraq-isis-conflict-in-maps-photos-and-video.html<br /><br />
NYT: http://www.nytimes.com/interactive/2014/06/12/world/middleeast/the-iraq-isis-conflict-in-maps-photos-and-video.html<br /><br />
LWJ: https://maps.google.com/maps/ms?ie=UTF8&hl=en&oe=UTF8&msa=0&msid=206503076099972915830.0004fb81021906110e889&t=m&source=embed&ll=37.561997%2c39.70459&spn=6.094982%2c12.084961&z=6&iwloc=0004fb83527099a223992&dg=feature<br /><br />
NYT: http://www.nytimes.com/interactive/2014/06/12/world/middleeast/the-iraq-isis-conflict-in-maps-photos-and-video.html<br /><br />
NYT:http://www.nytimes.com/interactive/2014/06/12/world/middleeast/the-iraq-isis-conflict-in-maps-photos-and-video.html<br /><br />
NYT: http://www.nytimes.com/interactive/2014/06/12/world/middleeast/the-iraq-isis-conflict-in-maps-photos-and-video.html<br />The telegraph: http://www.telegraph.co.uk/news/worldnews/middleeast/iraq/10916124/Iraq-crisis-British-student-identified-as-recruiting-Isis-jihadists.html<br />
NYT: http://www.nytimes.com/interactive/2014/06/12/world/middleeast/the-iraq-isis-conflict-in-maps-photos-and-video.html<br /><br />
NYT: http://www.nytimes.com/interactive/2014/06/12/world/middleeast/the-iraq-isis-conflict-in-maps-photos-and-video.html<br /><br />
NYT: http://www.nytimes.com/interactive/2014/06/12/world/middleeast/the-iraq-isis-conflict-in-maps-photos-and-video.html<br />BBC: http://www.bbc.com/news/world-middle-east-28015169<br />
NYT: http://www.nytimes.com/interactive/2014/06/12/world/middleeast/the-iraq-isis-conflict-in-maps-photos-and-video.html<br /><br />
NYT: http://www.nytimes.com/interactive/2014/06/12/world/middleeast/the-iraq-isis-conflict-in-maps-photos-and-video.html<br /><br />
NYT: http://www.nytimes.com/interactive/2014/06/12/world/middleeast/the-iraq-isis-conflict-in-maps-photos-and-video.html<br /><br />
NYT: http://www.nytimes.com/interactive/2014/06/12/world/middleeast/the-iraq-isis-conflict-in-maps-photos-and-video.html<br /><br />
The Telegraph: http://www.telegraph.co.uk/news/worldnews/middleeast/iraq/10924553/Iraq-crisis-US-troops-arrive-in-Baghdad-as-government-regains-Syria-border-crossing-from-Isis.html<br /><br />
Reuters: http://www.reuters.com/article/2014/06/25/us-iraq-security-idUSKBN0F00RO20140625<br />"LWJ: https://maps.google.com/maps/ms?ie=UTF8&hl=en&oe=UTF8&msa=0&msid=206503076099972915830.0004fb81021906110e889&t=m&source=embed&ll=34.939985<br />41.616211&spn=6.302619<br />12.304687&z=6&dg=feature"<br />
NYT: http://www.nytimes.com/interactive/2014/07/03/world/middleeast/syria-iraq-isis-rogue-state-along-two-rivers.html<br /><br />
Reuters: http://af.reuters.com/article/worldNews/idAFKBN0F20SD20140628?sp=true<br /><br />
WP: http://www.washingtonpost.com/world/iraqi-parliament-to-convene-july-1-maliki-seeks-unity-in-face-of-militants/2014/06/26/a9a65d19-8ddc-441d-8e36-d2faccf6571e_story.html<br /><br />
http://news.gnom.es/news/iraq-crisis-battles-executions-and-drones-as-troops-battle-isis<br />"LWJ: https://maps.google.com/maps/ms?ie=UTF8&hl=en&oe=UTF8&msa=0&msid=206503076099972915830.0004fb81021906110e889&t=m&source=embed&ll=34.939985<br />41.616211&spn=6.302619<br />12.304687&z=6&dg=feature"<br />
al Arabiya: http://english.alarabiya.net/en/News/middle-east/2014/06/28/Syria-opposition-fighters-expel-ISIS-from-eastern-city-.html<br /><br />
ISW: http://iswiraq.blogspot.com/<br /><br />
ISW: http://iswiraq.blogspot.com/<br /><br />
ISW: http://iswiraq.blogspot.com/<br />The Daily Star:  http://www.dailystar.com.lb/News/Middle-East/2014/Jun-29/261996-iraqi-military-making-slow-progress-in-tikrit.ashx#axzz368l9RnUP<br />
ISW: http://iswiraq.blogspot.com/<br /><br />
ISW: http://iswiraq.blogspot.com/<br /><br />
ISW: http://iswiraq.blogspot.com/<br /><br />
ISW: http://iswiraq.blogspot.com/<br /><br />
ISW: http://iswiraq.blogspot.com/<br />NYT: http://www.nytimes.com/2014/06/22/world/middleeast/iraq.html<br />
NYT: http://www.nytimes.com/interactive/2014/06/12/world/middleeast/the-iraq-isis-conflict-in-maps-photos-and-video.html<br /><br />
NYT: http://www.nytimes.com/interactive/2014/06/12/world/middleeast/the-iraq-isis-conflict-in-maps-photos-and-video.html<br /><br />
NYT: http://www.nytimes.com/interactive/2014/06/12/world/middleeast/the-iraq-isis-conflict-in-maps-photos-and-video.html<br /><br />
NTY: http://www.nytimes.com/interactive/2014/06/12/world/middleeast/the-iraq-isis-conflict-in-maps-photos-and-video.html<br /><br />
NYT: http://www.nytimes.com/interactive/2014/06/12/world/middleeast/the-iraq-isis-conflict-in-maps-photos-and-video.html<br /><br />
Al Jazeera: http://america.aljazeera.com/watch/shows/america-tonight/articles/2014/7/1/for-iraqa-s-kurdspossibilityofindependenceanaindescribablefeelin.html<br /><br />
NYT: http://www.nytimes.com/interactive/2014/06/12/world/middleeast/the-iraq-isis-conflict-in-maps-photos-and-video.html<br />Daily Star: http://www.dailystar.com.lb/Article.aspx?id=196230#axzz368l9RnUP<br />
Daily Star: http://www.dailystar.com.lb/News/Middle-East/2014/Jun-28/261896-mass-iraq-prisoner-deaths-hint-at-executions.ashx#axzz368l9RnUP<br />BBC: http://www.bbc.com/news/world-middle-east-27983222<br />
<br /><br />
"LWJ: https://maps.google.com/maps/ms?ie=UTF8&hl=en&oe=UTF8&msa=0&msid=206503076099972915830.0004fb81021906110e889&t=m&source=embed&ll=34.939985<br />41.616211&spn=6.302619<br />12.304687&z=6&dg=feature"<br />Daily Beast: http://www.thedailybeast.com/articles/2014/06/13/kurdish-forces-are-pushing-back-against-isis-gaining-ground-around-mosul.html<br />
"LWJ: https://maps.google.com/maps/ms?ie=UTF8&hl=en&oe=UTF8&msa=0&msid=206503076099972915830.0004fb81021906110e889&t=m&source=embed&ll=34.939985<br />41.616211&spn=6.302619<br />12.304687&z=6&dg=feature"<br /><br />
